# evals,fx,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
5.000000000000000000e+01,4.231677583012684772e+04,9.975280075179938422e+00,-7.217871095500811407e+00,-2.290313086086916883e+01,-1.849852622648258205e+01,-4.297008674622511393e+01,-9.982950478031867192e+01,-1.307763286189506857e+01,1.746730757100452536e+01,4.556349163485691633e+00,3.623707093033974047e+01,-8.236012868342676541e+01,2.580165571179313133e+01,5.589361631679921061e+01,-6.066758175757455973e+01,-3.630722294836957076e+00,-2.473767795965584071e+01,-9.046348980067698164e+01,-3.674453222091893423e+01,2.983479440788408965e+01,-4.871782274959433323e+01
1.000000000000000000e+02,4.154110626349152881e+04,4.111087683251879099e+01,-6.382120015185395800e+01,-1.202317470914273834e+01,-5.995211821479534464e+00,6.524853006744451989e+01,-1.250095976120728736e+01,-4.349291984032957004e+01,6.460020215285071288e+01,-2.500283898128762416e+01,-5.197540493151516472e+01,3.933554798608005854e+01,5.801547933270882140e+01,8.135340450655189670e+01,3.040183601772184829e+00,-5.072672946787766080e+01,7.152295294344803267e+01,-2.434375856502890656e+01,-1.397867763078278358e+01,-2.067361747139965900e+00,4.207823015125816823e+01
1.500000000000000000e+02,3.531534931173217774e+04,9.026815269636880856e+00,-6.382120015185395800e+01,-1.202317470914273834e+01,3.846033139001623624e+01,6.524853006744451989e+01,-1.250095976120728736e+01,-4.349291984032957004e+01,6.460020215285071288e+01,-2.500283898128762416e+01,-4.499354046209364633e+00,-2.332032555723766976e+01,-3.892530265580867876e+01,8.135340450655189670e+01,-1.610968727036269144e+01,-4.086086767935576347e+01,3.885141579785441479e+01,-5.051253142607924929e+01,-3.477971308333690104e+01,2.766650567719142373e+01,4.207823015125816823e+01
2.000000000000000000e+02,1.978240818780548216e+04,2.411784711752874344e+00,-2.169911165100583617e+01,4.294757393586024818e+01,7.750791630774820362e-01,-4.915124632270062932e+01,3.907418052649171614e+01,-4.309494968799094750e+01,3.344355417453894574e+01,-8.115656861991670468e+00,3.230383423043252833e+01,2.466794228516748433e+01,4.028428745928150079e+01,-4.100343215156975418e+01,2.308328111482906309e+01,3.288063904198875065e+01,3.472322906367407569e+01,-4.593422282127298217e+01,-2.378597968392989870e+01,-2.752166722413242894e+00,-4.167893933358929104e+00
2.500000000000000000e+02,1.978240818780548216e+04,2.411784711752874344e+00,-2.169911165100583617e+01,4.294757393586024818e+01,7.750791630774820362e-01,-4.915124632270062932e+01,3.907418052649171614e+01,-4.309494968799094750e+01,3.344355417453894574e+01,-8.115656861991670468e+00,3.230383423043252833e+01,2.466794228516748433e+01,4.028428745928150079e+01,-4.100343215156975418e+01,2.308328111482906309e+01,3.288063904198875065e+01,3.472322906367407569e+01,-4.593422282127298217e+01,-2.378597968392989870e+01,-2.752166722413242894e+00,-4.167893933358929104e+00
3.000000000000000000e+02,1.978240818780548216e+04,2.411784711752874344e+00,-2.169911165100583617e+01,4.294757393586024818e+01,7.750791630774820362e-01,-4.915124632270062932e+01,3.907418052649171614e+01,-4.309494968799094750e+01,3.344355417453894574e+01,-8.115656861991670468e+00,3.230383423043252833e+01,2.466794228516748433e+01,4.028428745928150079e+01,-4.100343215156975418e+01,2.308328111482906309e+01,3.288063904198875065e+01,3.472322906367407569e+01,-4.593422282127298217e+01,-2.378597968392989870e+01,-2.752166722413242894e+00,-4.167893933358929104e+00
3.500000000000000000e+02,1.978240818780548216e+04,2.411784711752874344e+00,-2.169911165100583617e+01,4.294757393586024818e+01,7.750791630774820362e-01,-4.915124632270062932e+01,3.907418052649171614e+01,-4.309494968799094750e+01,3.344355417453894574e+01,-8.115656861991670468e+00,3.230383423043252833e+01,2.466794228516748433e+01,4.028428745928150079e+01,-4.100343215156975418e+01,2.308328111482906309e+01,3.288063904198875065e+01,3.472322906367407569e+01,-4.593422282127298217e+01,-2.378597968392989870e+01,-2.752166722413242894e+00,-4.167893933358929104e+00
4.000000000000000000e+02,1.716675146511978528e+04,1.048620589060025532e+00,3.820515662757467013e+00,-1.241098467165625152e+01,5.595208171878771708e+01,3.860601651842061699e+01,6.077167419054005393e+01,-1.606805838534216946e+01,2.110572733660048073e+01,-1.424768607812573862e+01,3.063005891444896633e+01,-2.407509375419344622e+01,-5.188248935238569004e+01,-3.037264709062058188e+01,-3.187818720094586311e+01,-3.244823693375417761e+00,2.643008531452563403e+01,-1.465773458672070007e+01,1.624544790827598817e+01,1.162054058991536998e+01,1.746244469949470712e+01
4.500000000000000000e+02,1.387154918335349794e+04,-1.176841694320500764e+01,-4.971800861439506036e+01,2.576724111575366294e+01,1.963663751147457859e+01,1.973045554149963721e+01,6.351389255744138040e+00,-1.627549931702708719e+01,-9.873340190315717635e+00,-4.521288022663109274e+01,5.602229038514269632e+01,-2.032939200249851552e+01,3.529867375545236996e-01,-3.720107435117246730e+00,3.041317610012204398e+01,8.226863092962730661e-01,1.644102959937832864e+01,-1.034610541076523482e+01,-4.129763290387911923e+01,1.237786504371451812e+01,2.545537594102383494e+01
5.000000000000000000e+02,1.387154918335349794e+04,-1.176841694320500764e+01,-4.971800861439506036e+01,2.576724111575366294e+01,1.963663751147457859e+01,1.973045554149963721e+01,6.351389255744138040e+00,-1.627549931702708719e+01,-9.873340190315717635e+00,-4.521288022663109274e+01,5.602229038514269632e+01,-2.032939200249851552e+01,3.529867375545236996e-01,-3.720107435117246730e+00,3.041317610012204398e+01,8.226863092962730661e-01,1.644102959937832864e+01,-1.034610541076523482e+01,-4.129763290387911923e+01,1.237786504371451812e+01,2.545537594102383494e+01
