# evals,fx,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
5.000000000000000000e+01,4.114588359837883763e+04,-7.775939245494555507e+00,4.409161449843415426e+01,-9.206027895594850463e+01,4.409339066533334517e+01,-4.223478967512670579e+01,-1.871853332107818346e+00,7.469164571302283662e+01,-6.224167218177058913e+01,2.913469471470529015e+01,-3.576019159351659482e+00,5.737495335020346943e+01,1.212663359505529570e+01,-4.272408792107855646e+01,-6.337774573237715714e+01,1.697246400236338104e+00,3.035435083989426630e+01,4.210039160027196203e+01,-2.315600947049397007e+01,-4.599305469384668754e+01,-4.462016980219571849e+01
1.000000000000000000e+02,4.114588359837883763e+04,-7.775939245494555507e+00,4.409161449843415426e+01,-9.206027895594850463e+01,4.409339066533334517e+01,-4.223478967512670579e+01,-1.871853332107818346e+00,7.469164571302283662e+01,-6.224167218177058913e+01,2.913469471470529015e+01,-3.576019159351659482e+00,5.737495335020346943e+01,1.212663359505529570e+01,-4.272408792107855646e+01,-6.337774573237715714e+01,1.697246400236338104e+00,3.035435083989426630e+01,4.210039160027196203e+01,-2.315600947049397007e+01,-4.599305469384668754e+01,-4.462016980219571849e+01
1.500000000000000000e+02,3.884959240985269571e+04,-3.840031000146069573e+01,1.376734749189330387e+01,-6.780163085321422045e+01,-5.658334515137433129e+01,-5.002483545082120031e+01,3.384974203248208369e+01,-2.159715632978156918e+01,6.243937491576048160e+01,-6.004623329168895651e+01,2.083254857132078541e+01,2.230728996769634875e+01,-4.860794573300970711e+01,1.175051292414912041e+01,-7.113089390692763914e-01,2.036383316056252113e+00,1.055571482612543122e+01,-9.729922378709912323e+01,1.571504377849200296e+01,6.426747698110199281e+01,1.936174912906573553e+01
2.000000000000000000e+02,3.884959240985269571e+04,-3.840031000146069573e+01,1.376734749189330387e+01,-6.780163085321422045e+01,-5.658334515137433129e+01,-5.002483545082120031e+01,3.384974203248208369e+01,-2.159715632978156918e+01,6.243937491576048160e+01,-6.004623329168895651e+01,2.083254857132078541e+01,2.230728996769634875e+01,-4.860794573300970711e+01,1.175051292414912041e+01,-7.113089390692763914e-01,2.036383316056252113e+00,1.055571482612543122e+01,-9.729922378709912323e+01,1.571504377849200296e+01,6.426747698110199281e+01,1.936174912906573553e+01
2.500000000000000000e+02,3.884959240985269571e+04,-3.840031000146069573e+01,1.376734749189330387e+01,-6.780163085321422045e+01,-5.658334515137433129e+01,-5.002483545082120031e+01,3.384974203248208369e+01,-2.159715632978156918e+01,6.243937491576048160e+01,-6.004623329168895651e+01,2.083254857132078541e+01,2.230728996769634875e+01,-4.860794573300970711e+01,1.175051292414912041e+01,-7.113089390692763914e-01,2.036383316056252113e+00,1.055571482612543122e+01,-9.729922378709912323e+01,1.571504377849200296e+01,6.426747698110199281e+01,1.936174912906573553e+01
3.000000000000000000e+02,3.884959240985269571e+04,-3.840031000146069573e+01,1.376734749189330387e+01,-6.780163085321422045e+01,-5.658334515137433129e+01,-5.002483545082120031e+01,3.384974203248208369e+01,-2.159715632978156918e+01,6.243937491576048160e+01,-6.004623329168895651e+01,2.083254857132078541e+01,2.230728996769634875e+01,-4.860794573300970711e+01,1.175051292414912041e+01,-7.113089390692763914e-01,2.036383316056252113e+00,1.055571482612543122e+01,-9.729922378709912323e+01,1.571504377849200296e+01,6.426747698110199281e+01,1.936174912906573553e+01
3.500000000000000000e+02,3.884959240985269571e+04,-3.840031000146069573e+01,1.376734749189330387e+01,-6.780163085321422045e+01,-5.658334515137433129e+01,-5.002483545082120031e+01,3.384974203248208369e+01,-2.159715632978156918e+01,6.243937491576048160e+01,-6.004623329168895651e+01,2.083254857132078541e+01,2.230728996769634875e+01,-4.860794573300970711e+01,1.175051292414912041e+01,-7.113089390692763914e-01,2.036383316056252113e+00,1.055571482612543122e+01,-9.729922378709912323e+01,1.571504377849200296e+01,6.426747698110199281e+01,1.936174912906573553e+01
4.000000000000000000e+02,3.362304085926158587e+04,1.361589141834804195e+01,2.545947017475356233e-01,1.001784762694396491e+01,-1.118346572924600366e+02,2.171223477646507405e+01,2.503609831595592539e+01,3.892846230167828026e+01,-1.183246243778550877e+01,-7.757286856962259947e+00,-8.720232455662426219e+01,-3.286189457522227997e+01,-4.190782530322665878e+01,3.693754799533327571e+01,-4.114703763184589747e+01,4.649341151617373669e+01,-2.560583443264672354e+00,4.283862373582086036e+01,6.417838275436430706e+00,1.820679235629990700e+01,-1.193760750467917120e+01
4.500000000000000000e+02,2.641747402772497662e+04,9.427954706113268912e+00,-4.019976470074847441e+01,-4.792580878963436675e+01,-4.525384122809403209e+01,-4.516124474058315741e+01,-4.867431975644498721e+01,2.075097395944269607e+01,9.676762448097825597e+00,-3.494475941259420892e+01,-1.227842887913645598e+01,-1.024293629456949617e+01,-2.595480962961248395e+01,4.425155895900283554e+01,-5.159470474901015535e+01,4.517458547006196312e+01,8.574356116858609766e+00,-5.090218703671658318e+01,3.547741575659131286e+01,2.031848100755829023e+01,4.782614555613957918e+01
5.000000000000000000e+02,2.641747402772497662e+04,9.427954706113268912e+00,-4.019976470074847441e+01,-4.792580878963436675e+01,-4.525384122809403209e+01,-4.516124474058315741e+01,-4.867431975644498721e+01,2.075097395944269607e+01,9.676762448097825597e+00,-3.494475941259420892e+01,-1.227842887913645598e+01,-1.024293629456949617e+01,-2.595480962961248395e+01,4.425155895900283554e+01,-5.159470474901015535e+01,4.517458547006196312e+01,8.574356116858609766e+00,-5.090218703671658318e+01,3.547741575659131286e+01,2.031848100755829023e+01,4.782614555613957918e+01
